DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,LV,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,NL,2000-01-01,4.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,NO,2000-01-01,9.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,PL,2000-01-01,20.5,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,PT,2000-01-01,50.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,RO,2000-01-01,57.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,SE,2000-01-01,29.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,SI,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,SK,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-24,UK,2000-01-01,11.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,AT,2000-01-01,15.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,BE,2000-01-01,39.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,CH,2000-01-01,8.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,CY,2000-01-01,30.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,CZ,2000-01-01,13.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,DE,2000-01-01,16.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,DK,2000-01-01,10.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,EL,2000-01-01,54.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,ES,2000-01-01,35.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,FI,2000-01-01,27.9,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,FR,2000-01-01,40.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,HU,2000-01-01,33.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,IE,2000-01-01,12.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,IS,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,IT,2000-01-01,50.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,LT,2000-01-01,39.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,LU,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,LV,2000-01-01,28.4,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,NL,2000-01-01,4.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,NO,2000-01-01,12.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,PL,2000-01-01,22.1,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,PT,2000-01-01,47.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,RO,2000-01-01,46.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,SE,2000-01-01,32.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,SI,2000-01-01,16.0,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,SK,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-29,UK,2000-01-01,10.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,AT,2000-01-01,8.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,BE,2000-01-01,27.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,CH,2000-01-01,4.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,CY,2000-01-01,23.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,CZ,2000-01-01,12.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,DE,2000-01-01,11.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,DK,2000-01-01,13.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,EL,2000-01-01,51.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,ES,2000-01-01,29.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,FI,2000-01-01,33.5,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,FR,2000-01-01,29.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,HU,2000-01-01,27.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,IE,2000-01-01,12.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,IS,2000-01-01,6.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,IT,2000-01-01,37.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,LT,2000-01-01,51.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,LU,2000-01-01,10.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,LV,2000-01-01,33.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,NL,2000-01-01,3.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,NO,2000-01-01,12.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,PL,2000-01-01,20.0,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,PT,2000-01-01,45.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,RO,2000-01-01,43.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,SE,2000-01-01,27.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,SI,2000-01-01,17.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,SK,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-39,UK,2000-01-01,7.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,AT,2000-01-01,9.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,BE,2000-01-01,21.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,CH,2000-01-01,3.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,CY,2000-01-01,21.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,CZ,2000-01-01,11.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,DE,2000-01-01,12.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,DK,2000-01-01,14.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,EL,2000-01-01,46.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,ES,2000-01-01,24.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,FI,2000-01-01,39.0,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,FR,2000-01-01,23.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,HU,2000-01-01,26.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,IE,2000-01-01,11.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,IS,2000-01-01,7.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,IT,2000-01-01,33.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,LT,2000-01-01,54.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,LU,2000-01-01,7.6,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,LV,2000-01-01,36.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,NL,2000-01-01,3.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,NO,2000-01-01,11.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,PL,2000-01-01,16.2,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,PT,2000-01-01,36.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,RO,2000-01-01,33.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,SE,2000-01-01,25.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,SI,2000-01-01,15.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,SK,2000-01-01,14.6,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-59,UK,2000-01-01,7.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,AT,2000-01-01,9.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,BE,2000-01-01,21.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,CH,2000-01-01,3.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,CY,2000-01-01,19.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,CZ,2000-01-01,10.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,DE,2000-01-01,11.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,DK,2000-01-01,14.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,EL,2000-01-01,43.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,ES,2000-01-01,23.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,FI,2000-01-01,37.8,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,FR,2000-01-01,23.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,HU,2000-01-01,24.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,IE,2000-01-01,11.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,IS,2000-01-01,7.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,IT,2000-01-01,32.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,LT,2000-01-01,52.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,LU,2000-01-01,7.4,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,LV,2000-01-01,34.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,NL,2000-01-01,3.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,NO,2000-01-01,11.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,PL,2000-01-01,14.8,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,PT,2000-01-01,33.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,RO,2000-01-01,29.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,SE,2000-01-01,24.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,SI,2000-01-01,14.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,SK,2000-01-01,14.0,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,UK,2000-01-01,7.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,AT,2000-01-01,9.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,BE,2000-01-01,21.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,CH,2000-01-01,3.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,CY,2000-01-01,18.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,CZ,2000-01-01,10.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,DE,2000-01-01,11.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,DK,2000-01-01,14.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,EL,2000-01-01,42.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,ES,2000-01-01,23.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,FI,2000-01-01,37.5,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,FR,2000-01-01,23.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,HU,2000-01-01,23.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,IE,2000-01-01,11.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,IS,2000-01-01,7.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,IT,2000-01-01,32.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,LT,2000-01-01,52.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,LU,2000-01-01,7.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,LV,2000-01-01,33.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,MT,2000-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,NL,2000-01-01,3.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,NO,2000-01-01,11.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,PL,2000-01-01,13.4,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,PT,2000-01-01,28.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,RO,2000-01-01,24.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,SE,2000-01-01,23.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,SI,2000-01-01,13.0,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,SK,2000-01-01,13.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,UK,2000-01-01,7.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,AT,2000-01-01,9.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,BE,2000-01-01,21.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,CH,2000-01-01,3.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,CY,2000-01-01,19.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,CZ,2000-01-01,10.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,DE,2000-01-01,11.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,DK,2000-01-01,16.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,EE,2000-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,EL,2000-01-01,43.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,ES,2000-01-01,23.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,FI,2000-01-01,41.5,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,FR,2000-01-01,23.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,HU,2000-01-01,24.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,IE,2000-01-01,12.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,IS,2000-01-01,8.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,IT,2000-01-01,32.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,LT,2000-01-01,54.7,,
